#Year,Area,CancerType,AgeAdjustedRate,lci,uci,DeathCount,Population
2013,Virginia,Female Breast,21,19.7,22.4,1049,4200657
2013,Texas,Female Breast,20.1,19.4,20.9,2746,13336093
2013,Utah,Female Breast,20.4,17.9,23,255,1442748
2013,South Carolina,Female Breast,21.1,19.5,22.9,638,2450539
2013,New York,Female Breast,20.5,19.7,21.3,2632,10132132
2013,North Carolina,Female Breast,20.4,19.3,21.6,1254,5053527
2013,Nebraska,Female Breast,20.8,18.2,23.7,245,938758
2013,Michigan,Female Breast,21.1,20,22.3,1382,5036784
2013,Arizona,Female Breast,20.4,19,21.9,839,3332399
2013,California,Female Breast,20,19.4,20.7,4371,19295514
2013,Delaware,Female Breast,21.2,17.7,25.3,131,477451
2013,Kentucky,Female Breast,21.1,19.4,22.9,585,2232880
2013,West Virginia,Female Breast,21.6,19,24.4,277,937378
2013,Tennessee,Female Breast,22.3,20.9,23.8,928,3328090
2013,Pennsylvania,Female Breast,21.7,20.7,22.7,2001,6532700
2013,Oklahoma,Female Breast,23,21.1,25.1,542,1943794
2013,Ohio,Female Breast,22.8,21.7,23.9,1780,5909091
2013,New Jersey,Female Breast,23,21.8,24.3,1356,4558162
2013,Nevada,Female Breast,22.5,20.1,25,352,1384611
2013,Missouri,Female Breast,21.9,20.4,23.5,858,3078782
2013,Mississippi,Female Breast,23.1,20.9,25.5,418,1537088
2013,Alabama,Female Breast,21.4,19.7,23.1,661,2487129
2013,Arkansas,Female Breast,21.4,19.3,23.7,400,1505511
2013,Georgia,Female Breast,22.5,21.3,23.8,1245,5112405
2013,Idaho,Female Breast,22.2,19.2,25.6,205,804442
2013,Illinois,Female Breast,22.1,21.1,23.2,1761,6555899
2013,Indiana,Female Breast,21.7,20.3,23.3,887,3333280
2013,Maryland,Female Breast,21.4,19.9,23,783,3057874
2013,District of Columbia,Female Breast,29.7,24.2,36,108,341144
2013,Louisiana,Female Breast,23.9,22,25.8,652,2362330
2014,Wyoming,Female Breast,14.3,10.6,18.9,52,285686
2014,North Dakota,Female Breast,14.4,11,18.5,66,360722
2014,Hawaii,Female Breast,16.4,13.8,19.3,158,704907
2014,Minnesota,Female Breast,17,15.6,18.5,592,2741831
2014,Maine,Female Breast,17,14.4,19.9,173,678527
2014,Connecticut,Female Breast,17.4,15.7,19.2,439,1839703
2014,Massachusetts,Female Breast,17.8,16.6,19.2,818,3476879
2014,Colorado,Female Breast,18.4,16.8,20,554,2664922
2014,South Dakota,Female Breast,18.6,15,22.8,102,423635
2014,Rhode Island,Female Breast,18.3,15.1,21.9,132,543355
2014,New Mexico,Female Breast,18.8,16.5,21.4,246,1051867
2014,Vermont,Female Breast,18.1,14.1,22.8,79,317629
2014,Montana,Female Breast,19.1,15.9,22.8,134,508729
2014,Kansas,Female Breast,18.9,16.9,21.1,357,1456338
2014,Florida,Female Breast,19.6,18.9,20.4,2904,10167970
2014,Arizona,Female Breast,19.1,17.7,20.5,793,3380147
2014,Wisconsin,Female Breast,19.2,17.8,20.7,739,2897246
2014,New York,Female Breast,19.2,18.4,20,2500,10152272
2014,Texas,Female Breast,19.8,19,20.5,2783,13572223
2014,Iowa,Female Breast,19.1,17.2,21.2,398,1564085
2014,New Hampshire,Female Breast,21.1,18.2,24.5,194,671591
2014,Kentucky,Female Breast,20.8,19.1,22.6,579,2239180
2014,Indiana,Female Breast,20.9,19.5,22.4,863,3345808
2014,Idaho,Female Breast,20.5,17.6,23.7,191,815040
2014,Delaware,Female Breast,21.1,17.6,25.2,134,482334
2014,California,Female Breast,20.1,19.5,20.7,4451,19468191
2014,Pennsylvania,Female Breast,20.7,19.8,21.7,1931,6534062
2014,Oregon,Female Breast,20.4,18.6,22.3,539,2004243
2014,North Carolina,Female Breast,20.9,19.7,22,1311,5104263
2014,Utah,Female Breast,20.4,18,23,263,1462056
2014,Alabama,Female Breast,21,19.4,22.6,666,2495181
2014,Washington,Female Breast,20.3,18.9,21.7,866,3533086
2014,Nebraska,Female Breast,21.3,18.6,24.2,251,944599
2014,Nevada,Female Breast,22,19.7,24.5,351,1409276
2014,Mississippi,Female Breast,23.5,21.3,25.9,439,1539178
2014,Missouri,Female Breast,21.9,20.5,23.5,882,3086943
2014,Maryland,Female Breast,22.8,21.3,24.5,862,3077024
2014,Michigan,Female Breast,22.3,21.2,23.5,1470,5042843
2014,Illinois,Female Breast,21.8,20.8,22.9,1756,6548836
2014,Georgia,Female Breast,22.6,21.3,23.9,1286,5168814
2014,Arkansas,Female Breast,22.5,20.3,24.8,424,1509758
2014,South Carolina,Female Breast,22.9,21.2,24.7,725,2482680
2014,Ohio,Female Breast,22.5,21.4,23.6,1756,5918232
2014,Oklahoma,Female Breast,22,20.1,24,520,1956189
2014,New Jersey,Female Breast,21.5,20.4,22.8,1280,4569466
2014,Tennessee,Female Breast,21.5,20.1,23,909,3352833
2014,West Virginia,Female Breast,22.4,19.9,25.2,300,935068
2014,Virginia,Female Breast,22.6,21.3,24,1145,4227373
2014,Louisiana,Female Breast,24.1,22.3,26.1,671,2373469
2014,District of Columbia,Female Breast,29,23.5,35.4,103,345936
2014,Alaska,Female Breast,24,18.5,30.4,74,351169
2015,Connecticut,Female Breast,17.2,15.6,19,432,1835498
2015,Rhode Island,Female Breast,17.4,14.5,20.9,137,543323
2015,Alaska,Female Breast,17.8,13.3,23.3,60,351592
2015,Iowa,Female Breast,18.5,16.6,20.5,388,1570024
2015,Massachusetts,Female Breast,17.6,16.4,18.9,818,3493764
2015,Nebraska,Female Breast,18.6,16.3,21.3,233,950376
2015,South Dakota,Female Breast,18.6,15,22.8,104,425926
2015,Wisconsin,Female Breast,18.7,17.3,20.1,717,2900825
2015,California,Female Breast,19.6,19,20.2,4472,19625528
2015,Hawaii,Female Breast,19,16.2,22.1,180,709113
2015,Arizona,Female Breast,19,17.7,20.4,823,3430082
2015,Kansas,Female Breast,19.8,17.8,22.1,366,1459205
2015,Minnesota,Female Breast,19.2,17.8,20.8,680,2754885
2015,New Hampshire,Female Breast,18.8,16,22,173,671809
2015,New Mexico,Female Breast,19.7,17.3,22.3,264,1050497
2015,New York,Female Breast,19.2,18.4,20,2524,10163440
2015,Florida,Female Breast,19,18.3,19.7,2856,10351307
2015,Colorado,Female Breast,19,17.4,20.6,582,2711233
2015,Texas,Female Breast,19.7,19,20.4,2857,13813647
2015,Michigan,Female Breast,20.5,19.4,21.7,1378,5040958
2015,Arkansas,Female Breast,20.1,18.1,22.3,394,1515009
2015,Indiana,Female Breast,20.6,19.2,22.1,856,3353958
2015,Kentucky,Female Breast,21.1,19.4,22.9,593,2244369
2015,Maine,Female Breast,20.1,17.4,23.2,210,678029
2015,New Jersey,Female Breast,21,19.8,22.2,1272,4574398
2015,Delaware,Female Breast,21.1,17.7,25,143,486960
2015,North Dakota,Female Breast,21.1,16.8,26.2,91,368098
2015,Oregon,Female Breast,20,18.3,21.8,550,2032247
2015,South Carolina,Female Breast,20.4,18.8,22.1,654,2517715
2015,Utah,Female Breast,20.1,17.7,22.7,268,1485572
2015,Vermont,Female Breast,21,16.8,26,96,317024
2015,Washington,Female Breast,19.9,18.6,21.3,873,3584798
2015,West Virginia,Female Breast,21.1,18.6,23.9,279,930656
2015,Wyoming,Female Breast,20.2,15.6,25.7,70,286855
2015,Idaho,Female Breast,21.9,18.9,25.2,208,824551
2015,Illinois,Female Breast,21.8,20.7,22.8,1781,6531645
2015,Georgia,Female Breast,21.3,20.2,22.6,1241,5229726
2015,Alabama,Female Breast,22.6,21,24.4,729,2501401
2015,Louisiana,Female Breast,21.7,20,23.6,615,2384278
2015,Maryland,Female Breast,21.7,20.2,23.3,825,3091633
2015,Mississippi,Female Breast,21.8,19.7,24.1,424,1539511
2015,Missouri,Female Breast,21.4,20,22.9,867,3093650
2015,Montana,Female Breast,21.4,18,25.5,146,512869
2015,Nevada,Female Breast,21.4,19.2,23.8,358,1436336
2015,North Carolina,Female Breast,21.6,20.5,22.8,1397,5155973
2015,District of Columbia,Female Breast,28.5,23.1,34.7,102,352341
2015,Ohio,Female Breast,22.8,21.7,23.9,1803,5921183
2015,Oklahoma,Female Breast,22.6,20.7,24.7,540,1971061
2015,Pennsylvania,Female Breast,21.7,20.8,22.7,2036,6530809
2015,Tennessee,Female Breast,22.1,20.6,23.6,941,3379230
2015,Virginia,Female Breast,21.3,20.1,22.7,1117,4251666
